text,trafficflow
Heavy rains are making driving conditions difficult.,1
Legible,0
Roadway congestion,1
High congestion,1
Effortless driving,0
Few traffic light stops led to minimal congestion in intersections.,0
Bumper-to-bumper traffic reported.,1
Traffic remained light on back roads during the holiday period.,0
Speed bumps installed near the hospital are affecting traffic flow.,1
Smooth flow,0
Rain and fog have contributed to slow-moving traffic.,1
Underutilized roads,0
"With no construction zones, traffic moved smoothly along the expressway.",0
Traffic is moving slowly due to ongoing construction.,1
Efficient flow was observed on roads with well-marked lanes.,0
Cool weather and clear skies helped keep traffic steady.,0
Sparse intersection traffic,0
Congestion is high due to construction around town.,1
Roadworks on the freeway are causing bumper-to-bumper traffic.,1
Calm,0
Minimal traffic congestion,0
Minimal vehicle interaction,0
Sidewalk construction is affecting the flow of vehicles in the area.,1
traffic bottleneck,1
 no obstacles,0
Less vehicles,0
Low traffic was observed due to fewer vehicles on the road at midday.,0
There’s heavy traffic due to a breakdown on the main road.,1
Heavy rain has led to a significant traffic build-up on the highway.,1
busy intersections,1
Glossy,0
intense flow,1
Light road usage,0
littile to no congestion,0
Overcrowded highways,1
Overloaded roads,1
standstill traffic,1
"Speed limits are being strictly enforced in school zones, slowing traffic.",1
Open streetscapes,0
The evening commute is gridlocked due to an earlier accident.,1
Rough road surfaces are slowing traffic on the interstate.,1
Roadblock for a protest rally is diverting vehicles to smaller roads.,1
Packed highways,1
Smooth transit,0
Rain and traffic are making travel time longer.,1
limited flow during peak travel,1
Minimal traffic congestion,0
Traffic jam caused by an accident.,1
Smooth signal timings allowed for low traffic in business areas.,0
Streets are congested because of weekend events.,1
substantial flow,1
The completion of bridge repairs resulted in low city traffic.,0
Clear roads,0
Minimal roadside congestion,0
Low traffic impact,0
Persistent rain has led to slow-moving traffic.,1
Smooth ride,0
Heavy road congestion,1
Calm traffic conditions,0
The early end to construction kept traffic minimal.,0
clear roads,0
Packed expressways,1
Minimal,0
Busy streets,1
Rainy conditions are causing delays on the main roads.,1
Minimal traffic flow,0
Reduced commute time,0
Gridlock,1
no light traffic,1
High congestion,1
Rain and fog have contributed to slow-moving traffic.,1
Little traffic,0
Light road usage,0
non-rush hours,0
Easy commute,0
Clear roadways,0
rush hour traffic,1
heavy flow,1
Traffic delays,1
Heavy traffic due to construction.,1
busy hours,1
Clear-cut,0
Plainspoken,0
Many roads are backed up due to heavy commuter traffic.,1
Light vehicle presence,0
Discerning,0
A power outage at the toll booth is causing significant delays.,1
Crammed roads,1
Pavement repairs in the city center are causing detours and delays.,1
intense flow,1
strong flow,1
Heavy rains are making driving conditions difficult.,1
Accident-free highways kept traffic low in the city center.,0
traffic backups,1
Polished,0
Overloaded roads,1
Packed thoroughfares,1
Traffic is extremely heavy near the shopping district.,1
"With fewer road incidents, traffic moved smoothly in all directions.",0
A downpour has slowed traffic on all major roads.,1
Moderate,0
Rural traffic,0
strong flow,1
Clear driving paths,0
Heavy street traffic,1
crowded highways during rush,1
Sparse urban traffic,0
Pure,0
A pile-up on the highway has led to a major traffic jam.,1
Few vehicles,0
Heavy rain has led to a significant traffic build-up on the highway.,1
Light traffic,0
Few commuters,0
No gridlock,0
Low traffic was observed in areas with well-marked detours.,0
"Traffic signals were well-timed, helping maintain low congestion.",0
Unoccupied roadways,0
Sparse vehicular movement,0
Direct,0
Lower traffic density,0
Reduced road activity,0
Minimal congestion,0
There’s heavy traffic due to a breakdown on the main road.,1
Open roads with no construction allowed for smooth movement.,0
Heavy traffic,1
highway backups,1
Soft touch,0
Smooth ride,0
Clear weather contributed to light traffic on major highways.,0
"Minimal delays were noted, and traffic flowed easily across town.",0
The city’s car-free day kept traffic low and flow smooth.,0
Low congestion was seen due to efficient road construction projects.,0
Open streetscapes,0
long delays due to high traffic,1
severe congestion on the bridge during rush hours,1
Streamlined,0
Low traffic,0
traffic spike during rush hour,1
abundant flow,1
traffic is perfect,0
The early end of the workday saw reduced traffic in the business sector.,0
"A section of the highway is closed for bridge maintenance, affecting traffic.",1
Congested highway,1
Unambiguous,0
Gridlock,1
Calm,0
constant stop-and-start flow,1
construction ahead,1
wheter changes,1
accident,1
movie shooting,1
floods,1
strike,1
near shoping mall,1
shopping mall opening,1
high population in that city,1
events,1
musical concerts,1
exhibition,1
"The road near the market is completely jammed, cars are barely moving.",1
"""Stuck in traffic for the past 30 minutes, it�s bumper to bumper.",1
"The highway is packed, it looks like everyone�s heading out at the same time",1
"Too many vehicles at the signal, I might be late",1
"Traffic is crawling, I could probably walk faster than the cars.",1
"There�s a huge jam near the flyover, nothing�s moving.",1
"Peak hour rush, vehicles are lined up endlessly",1
"The intersection is choked with buses, autos, and bikes everywhere",1
"Heavy congestion on the ring road, expect major delays",1
"The main road is overcrowded, horns are blaring nonstop.",1
"Even after 20 minutes, I�m still stuck at the same signal",1
"The road near the mall is overflowing with cars, impossible to move.",1
"Peak hour madness, vehicles are packed like sardines.",1
"Traffic is at a standstill, not even an inch of space left.""",1
"Took me 45 minutes to cover just 3 kilometers, it�s insane.",1
There�s a long queue of vehicles stretching all the way to the next junction.,1
"Too much rush near the IT park, the whole road is blocked.",1
"Bikes are squeezing through the tiny gaps, but cars are stuck.",1
"Because of road construction, the traffic is heavily backed up",1
"The expressway is supposed to be fast, but today it�s jammed",1
"Even the service road is crowded, no escape routes left.",1
Festival season rush has made the entire city gridlocked.,1
The flyover is packed bumper to bumper.,1
"Trucks are slowing down the lane, causing a huge traffic pile-up",1
"""I can see a sea of red brake lights ahead, nothing is moving",1
"Everyone seems to be honking, but the line isn�t moving an inch.",1
"""Office hour traffic is killing me, I regret not leaving earlier.",1
A minor accident ahead has made the jam worse.,1
"Rain is making the jam worse, roads are waterlogged too",1
"It feels like I�ll be stuck here forever, traffic is unbearable",1
"The streets are clear, I reached faster than usual",0
"Hardly any vehicles on the road this morning, it feels empty.",0
"Smooth ride today, no signals held me up",0
"I got to the office in record time, barely any traffic",0
"The highway is wide open, cars are just cruising along",0
"No congestion at all near the market, which is unusual",0
"The roads are pretty empty, it�s easy to drive",0
"I didn�t get stuck anywhere, all the signals were quick",0
"The street looks calm, just a few vehicles passing by.",0
"The traffic is light today, it feels peaceful",0
"No one�s on the road, feels like I�m the only one driving.",0
"Usually this area is crowded, but today it�s surprisingly free",0
"Early morning drive is smooth, zero traffic anywhere.",0
"Reached the station in half the usual time, roads were empty.",0
"""The bypass road is completely clear, driving is a breeze",0
"At night the road is so quiet, barely any vehicles around",0
"Public holiday means empty roads, it�s so peaceful.",0
"Even the market road is free, which is rare.",0
"Signals are green and roads are clear, couldn�t ask for better.",0
"Driving feels effortless, hardly any cars in sight",0
"The ring road is wide open, traffic is flowing smoothly.",0
"No jams anywhere, straight and easy ride today",0
"Got lucky, I didn�t stop at a single signal.",0
"I reached the airport much faster than expected, no rush at all",0
The usually crowded bridge is completely empty this morning,0
"It�s like a free highway, I can drive without stress.",0
"Sunday mornings are the best, roads are always quiet.",0
"The streets are calm, only a few vehicles passing now and then.",0
"My ride felt like flying, no traffic in sight.",0
"Everything was smooth today, I barely slowed down anywhere",0
no rush,0
no rush,0
no rush,0
no rush,0
no traffic,0
no traffic,0
no traffic,0
no traffic,0
no congestion,0
no congestion,0
no congestion,0
no congestion,0
rush,1
overcrowd,1
overcrowd,1
overcrowd,1
overcrowd,1
Overloaded roads,1
Overloaded roads,1
Overloaded roads,1
bumper to bumper,1
bumper to bumper,1
traffic jam,1
traffic jam,1
gridlock,1
gridlock,1
standstill,1
standstill,1
long queue of vehicles,1
long queue of vehicles,1
choked roads,1
choked roads,1
massive congestion,1
massive congestion,1
"signal jammed""",1
signal jammed,1
junction jammed,1
junction jammed,1
junction overloaded,1
rush hour crowd,1
rush hour crowd,1
vehicles piled up,1
vehicles piled up,1
moving at snail�s pace,1
moving at snail�s pace,1
stuck in traffic,1
stuck in traffic,1
sea of brake lights,1
sea of brake lights,1
road is blocked,1
road is blocked,1
road is blocked,1
road is blocked,1
never-ending line of cars,1
never-ending line of cars,1
smooth ride,0
smooth ride,0
clear roads,0
clear roads,0
light traffic,0
light traffic,0
wide open road,0
wide open road,0
empty street,0
empty street,0
no congestion,0
no congestion,0
no congestion,0
no congestion,0
free-flowing traffic,0
free-flowing traffic,0
free-flowing traffic,0
free-flowing traffic,0
quick drive,0
quick drive,0
quick drive,0
quick drive,0
fast moving vehicles,0
fast moving vehicles,0
fast moving vehicles,0
fast moving vehicles,0
roads are calm,0
easy ride,0
easy ride,0
quiet streets,0
quiet streets,0
signal free,0
signal free,0
zero rush,0
zero rush,0
peaceful drive,0
peaceful drive,0
